game_id,round_index,cards_per_player,dealer_id,player_id,player_name,bid,tricks_won,round_delta,total_score,trump_suit
game-0,0,1,0,0,anthropic:claude-3-5-haiku-latest,1,0,-10,-10,RED
game-0,0,1,0,1,gemini:gemini-2.0-flash,0,1,-10,-10,RED
game-0,0,1,0,2,openai:gpt-4o-mini,0,0,20,20,RED
game-0,1,2,1,0,anthropic:claude-3-5-haiku-latest,1,0,-10,-20,
game-0,1,2,1,1,gemini:gemini-2.0-flash,0,0,20,10,
game-0,1,2,1,2,openai:gpt-4o-mini,1,2,-10,10,
game-0,2,3,2,0,anthropic:claude-3-5-haiku-latest,1,0,-10,-30,BLUE
game-0,2,3,2,1,gemini:gemini-2.0-flash,1,3,-20,-10,BLUE
game-0,2,3,2,2,openai:gpt-4o-mini,0,0,20,30,BLUE
game-0,3,4,0,0,anthropic:claude-3-5-haiku-latest,2,2,40,10,BLUE
game-0,3,4,0,1,gemini:gemini-2.0-flash,0,0,20,10,BLUE
game-0,3,4,0,2,openai:gpt-4o-mini,1,2,-10,20,BLUE
game-0,4,5,1,0,anthropic:claude-3-5-haiku-latest,2,2,40,50,BLUE
game-0,4,5,1,1,gemini:gemini-2.0-flash,1,1,30,40,BLUE
game-0,4,5,1,2,openai:gpt-4o-mini,1,2,-10,10,BLUE
game-0,5,6,2,0,anthropic:claude-3-5-haiku-latest,2,1,-10,40,YELLOW
game-0,5,6,2,1,gemini:gemini-2.0-flash,2,3,-10,30,YELLOW
game-0,5,6,2,2,openai:gpt-4o-mini,2,2,40,50,YELLOW
game-0,6,7,0,0,anthropic:claude-3-5-haiku-latest,2,3,-10,30,RED
game-0,6,7,0,1,gemini:gemini-2.0-flash,1,1,30,60,RED
game-0,6,7,0,2,openai:gpt-4o-mini,1,3,-20,30,RED
game-0,7,8,1,0,anthropic:claude-3-5-haiku-latest,3,3,50,80,YELLOW
game-0,7,8,1,1,gemini:gemini-2.0-flash,1,4,-30,30,YELLOW
game-0,7,8,1,2,openai:gpt-4o-mini,2,1,-10,20,YELLOW
game-0,8,9,2,0,anthropic:claude-3-5-haiku-latest,3,3,50,130,YELLOW
game-0,8,9,2,1,gemini:gemini-2.0-flash,2,3,-10,20,YELLOW
game-0,8,9,2,2,openai:gpt-4o-mini,2,3,-10,10,YELLOW
game-0,9,10,0,0,anthropic:claude-3-5-haiku-latest,2,2,40,170,
game-0,9,10,0,1,gemini:gemini-2.0-flash,1,4,-30,-10,
game-0,9,10,0,2,openai:gpt-4o-mini,1,4,-30,-20,
game-0,10,11,1,0,anthropic:claude-3-5-haiku-latest,4,4,60,230,RED
game-0,10,11,1,1,gemini:gemini-2.0-flash,2,4,-20,-30,RED
game-0,10,11,1,2,openai:gpt-4o-mini,2,3,-10,-30,RED
game-0,11,12,2,0,anthropic:claude-3-5-haiku-latest,4,5,-10,220,RED
game-0,11,12,2,1,gemini:gemini-2.0-flash,2,4,-20,-50,RED
game-0,11,12,2,2,openai:gpt-4o-mini,3,3,50,20,RED
game-0,12,13,0,0,anthropic:claude-3-5-haiku-latest,4,7,-30,190,BLUE
game-0,12,13,0,1,gemini:gemini-2.0-flash,1,2,-10,-60,BLUE
game-0,12,13,0,2,openai:gpt-4o-mini,2,4,-20,0,BLUE
game-0,13,14,1,0,anthropic:claude-3-5-haiku-latest,4,7,-30,160,RED
game-0,13,14,1,1,gemini:gemini-2.0-flash,1,5,-40,-100,RED
game-0,13,14,1,2,openai:gpt-4o-mini,2,2,40,40,RED
game-0,14,15,2,0,anthropic:claude-3-5-haiku-latest,4,1,-30,130,BLUE
game-0,14,15,2,1,gemini:gemini-2.0-flash,3,7,-40,-140,BLUE
game-0,14,15,2,2,openai:gpt-4o-mini,2,7,-50,-10,BLUE
game-0,15,16,0,0,anthropic:claude-3-5-haiku-latest,6,11,-50,80,BLUE
