game_id,round_index,cards_per_player,dealer_id,player_id,player_name,bid,tricks_won,round_delta,total_score,trump_suit
game-0,0,1,0,0,openai:gpt-4o-mini,1,0,-10,-10,GREEN
game-0,0,1,0,1,anthropic:claude-3-5-haiku-latest,1,1,30,30,GREEN
game-0,0,1,0,2,gemini:gemini-2.0-flash,0,0,20,20,GREEN
game-0,1,2,1,0,openai:gpt-4o-mini,1,2,-10,-20,YELLOW
game-0,1,2,1,1,anthropic:claude-3-5-haiku-latest,1,0,-10,20,YELLOW
game-0,1,2,1,2,gemini:gemini-2.0-flash,0,0,20,40,YELLOW
game-0,2,3,2,0,openai:gpt-4o-mini,2,1,-10,-30,RED
game-0,2,3,2,1,anthropic:claude-3-5-haiku-latest,1,2,-10,10,RED
game-0,2,3,2,2,gemini:gemini-2.0-flash,0,0,20,60,RED
game-0,3,4,0,0,openai:gpt-4o-mini,2,0,-20,-50,RED
game-0,3,4,0,1,anthropic:claude-3-5-haiku-latest,1,3,-20,-10,RED
game-0,3,4,0,2,gemini:gemini-2.0-flash,1,1,30,90,RED
game-0,4,5,1,0,openai:gpt-4o-mini,3,0,-30,-80,YELLOW
game-0,4,5,1,1,anthropic:claude-3-5-haiku-latest,2,0,-20,-30,YELLOW
game-0,4,5,1,2,gemini:gemini-2.0-flash,1,5,-40,50,YELLOW
game-0,5,6,2,0,openai:gpt-4o-mini,4,3,-10,-90,BLUE
game-0,5,6,2,1,anthropic:claude-3-5-haiku-latest,2,2,40,10,BLUE
game-0,5,6,2,2,gemini:gemini-2.0-flash,2,1,-10,40,BLUE
game-0,6,7,0,0,openai:gpt-4o-mini,3,2,-10,-100,GREEN
game-0,6,7,0,1,anthropic:claude-3-5-haiku-latest,2,3,-10,0,GREEN
game-0,6,7,0,2,gemini:gemini-2.0-flash,1,2,-10,30,GREEN
game-0,7,8,1,0,openai:gpt-4o-mini,3,3,50,-50,YELLOW
game-0,7,8,1,1,anthropic:claude-3-5-haiku-latest,3,1,-20,-20,YELLOW
game-0,7,8,1,2,gemini:gemini-2.0-flash,2,4,-20,10,YELLOW
game-0,8,9,2,0,openai:gpt-4o-mini,5,3,-20,-70,GREEN
game-0,8,9,2,1,anthropic:claude-3-5-haiku-latest,4,5,-10,-30,GREEN
game-0,8,9,2,2,gemini:gemini-2.0-flash,2,1,-10,0,GREEN
game-0,9,10,0,0,openai:gpt-4o-mini,5,3,-20,-90,RED
game-0,9,10,0,1,anthropic:claude-3-5-haiku-latest,4,5,-10,-40,RED
game-0,9,10,0,2,gemini:gemini-2.0-flash,3,2,-10,-10,RED
game-0,10,11,1,0,openai:gpt-4o-mini,5,5,70,-20,GREEN
game-0,10,11,1,1,anthropic:claude-3-5-haiku-latest,4,3,-10,-50,GREEN
game-0,10,11,1,2,gemini:gemini-2.0-flash,2,3,-10,-20,GREEN
game-0,11,12,2,0,openai:gpt-4o-mini,5,2,-30,-50,YELLOW
game-0,11,12,2,1,anthropic:claude-3-5-haiku-latest,4,5,-10,-60,YELLOW
game-0,11,12,2,2,gemini:gemini-2.0-flash,2,5,-30,-50,YELLOW
game-0,12,13,0,0,openai:gpt-4o-mini,5,0,-50,-100,YELLOW
game-0,12,13,0,1,anthropic:claude-3-5-haiku-latest,4,7,-30,-90,YELLOW
game-0,12,13,0,2,gemini:gemini-2.0-flash,4,6,-20,-70,YELLOW
game-0,13,14,1,0,openai:gpt-4o-mini,5,5,70,-30,BLUE
game-0,13,14,1,1,anthropic:claude-3-5-haiku-latest,6,5,-10,-100,BLUE
game-0,13,14,1,2,gemini:gemini-2.0-flash,3,4,-10,-80,BLUE
game-0,14,15,2,0,openai:gpt-4o-mini,5,7,-20,-50,RED
game-0,14,15,2,1,anthropic:claude-3-5-haiku-latest,6,4,-20,-120,RED
game-0,14,15,2,2,gemini:gemini-2.0-flash,3,4,-10,-90,RED
game-0,15,16,0,0,openai:gpt-4o-mini,8,8,100,50,BLUE
game-0,15,16,0,1,anthropic:claude-3-5-haiku-latest,6,6,80,-40,BLUE
game-0,15,16,0,2,gemini:gemini-2.0-flash,5,2,-30,-120,BLUE
game-0,16,17,1,0,openai:gpt-4o-mini,10,6,-40,10,GREEN
game-0,16,17,1,1,anthropic:claude-3-5-haiku-latest,5,4,-10,-50,GREEN
game-0,16,17,1,2,gemini:gemini-2.0-flash,5,7,-20,-140,GREEN
game-0,17,18,2,0,openai:gpt-4o-mini,10,8,-20,-10,RED
game-0,17,18,2,1,anthropic:claude-3-5-haiku-latest,5,3,-20,-70,RED
game-0,17,18,2,2,gemini:gemini-2.0-flash,4,7,-30,-170,RED
game-0,18,19,0,0,openai:gpt-4o-mini,10,1,-90,-100,RED
game-0,18,19,0,1,anthropic:claude-3-5-haiku-latest,9,9,110,40,RED
game-0,18,19,0,2,gemini:gemini-2.0-flash,6,9,-30,-200,RED
game-0,19,20,1,0,openai:gpt-4o-mini,10,11,-10,-110,
game-0,19,20,1,1,anthropic:claude-3-5-haiku-latest,10,4,-60,-20,
game-0,19,20,1,2,gemini:gemini-2.0-flash,2,5,-30,-230,
game-1,0,1,0,0,openai:gpt-4o-mini,1,0,-10,-10,RED
game-1,0,1,0,1,anthropic:claude-3-5-haiku-latest,0,0,20,20,RED
game-1,0,1,0,2,gemini:gemini-2.0-flash,0,1,-10,-10,RED
game-1,1,2,1,0,openai:gpt-4o-mini,1,0,-10,-20,RED
game-1,1,2,1,1,anthropic:claude-3-5-haiku-latest,1,2,-10,10,RED
game-1,1,2,1,2,gemini:gemini-2.0-flash,0,0,20,10,RED
game-1,2,3,2,0,openai:gpt-4o-mini,2,0,-20,-40,YELLOW
game-1,2,3,2,1,anthropic:claude-3-5-haiku-latest,1,1,30,40,YELLOW
game-1,2,3,2,2,gemini:gemini-2.0-flash,1,2,-10,0,YELLOW
game-1,3,4,0,0,openai:gpt-4o-mini,2,0,-20,-60,YELLOW
game-1,3,4,0,1,anthropic:claude-3-5-haiku-latest,1,1,30,70,YELLOW
game-1,3,4,0,2,gemini:gemini-2.0-flash,2,3,-10,-10,YELLOW
game-1,4,5,1,0,openai:gpt-4o-mini,3,1,-20,-80,RED
game-1,4,5,1,1,anthropic:claude-3-5-haiku-latest,2,3,-10,60,RED
game-1,4,5,1,2,gemini:gemini-2.0-flash,1,1,30,20,RED
